,Country,Country code,Job,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand
275,AUSTRALIA,AU,Primary_School_Teacher,"AU$68,387",AU$50k , AU$95k.,"Melbourne, Victoria",-3%,19.5%,80.5%,"['Mentoring', 'Mathematica', 'Curriculum Planning', 'Team Leadership', 'Activities for Children', 'Childhood Education', 'Oral / Verbal Communication', 'English Language', 'Leadership', 'Organizing']"
276,AUSTRALIA,AU,Primary_School_Teacher,"AU$68,387",AU$50k , AU$95k.,"Brisbane, Queensland",-3%,19.5%,80.5%,"['Mentoring', 'Mathematica', 'Curriculum Planning', 'Team Leadership', 'Activities for Children', 'Childhood Education', 'Oral / Verbal Communication', 'English Language', 'Leadership', 'Organizing']"
277,AUSTRALIA,AU,Primary_School_Teacher,"AU$68,387",AU$50k , AU$95k.,"Gold Coast, Queensland",-5%,19.5%,80.5%,"['Mentoring', 'Mathematica', 'Curriculum Planning', 'Team Leadership', 'Activities for Children', 'Childhood Education', 'Oral / Verbal Communication', 'English Language', 'Leadership', 'Organizing']"
278,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Hobart, Tasmania",+6%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
279,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Sydney, New South Wales",+5%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
280,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Perth, Western Australia",+1%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
281,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Gold Coast, Queensland",+1%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
282,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Melbourne, Victoria",-1%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
283,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Brisbane, Queensland",-3%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
284,AUSTRALIA,AU,Secondary_School_Teacher,"AU$70,910",AU$53k , AU$99k.,"Adelaide, South Australia",-4%,39.7%,60.3%,"['Mentoring', 'Team Leadership', 'Oral / Verbal Communication', 'Curriculum Planning', 'Subject Matter Expert', 'Mathematica', 'Childhood Education', 'English Language', 'French Language', 'Chinese, Mandarin Language']"
285,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Perth, Western Australia",+4%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
286,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Sydney, New South Wales",+1%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
287,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Melbourne, Victoria",-1%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
288,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Townsville, Queensland",-1%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
289,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Adelaide, South Australia",-2%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
290,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Gold Coast, Queensland",-2%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
291,AUSTRALIA,AU,High_School_Teacher,"AU$70,570",AU$51k , AU$99k.,"Brisbane, Queensland",-4%,50.4%,48%,"['Curriculum Planning', 'Leadership', 'Material Science', 'Childhood Education', 'Mathematica', 'Microsoft Office', 'English Language', 'Team Leadership', 'Information Technology (IT) Support', 'People Management']"
292,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Sydney, New South Wales",+6%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
293,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Perth, Western Australia",+5%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
294,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Melbourne, Victoria",+1%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
295,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Gold Coast, Queensland",-1%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
296,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Brisbane, Queensland",-3%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
297,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Adelaide, South Australia",-7%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
298,AUSTRALIA,AU,Accountant,"AU$58,025",AU$43k , AU$81k.,"Newcastle, New South Wales",-9%,38.3%,61.6%,"['Financial Analysis', 'Account Management', 'Payroll Administration', 'General Ledger Accounting', 'Financial Reporting', 'Accounts Payable', 'Accounts Receivable', 'Tax Compliance', 'Bookkeeping', 'Tax Preparation']"
299,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Sydney, New South Wales",+12%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
300,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Perth, Western Australia",+5%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
301,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Melbourne, Victoria",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
302,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Brisbane, Queensland",+2%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
303,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Bendigo, Victoria",-14%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
304,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Adelaide, South Australia",-15%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
305,AUSTRALIA,AU,Finance_Manager,"AU$95,250",AU$63k , AU$138k.,"Gold Coast, Queensland",-20%,32.3%,67.4%,"['People Management', 'Financial Analysis', 'Forecasting', 'Budgeting', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Payroll Administration']"
306,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Newcastle, New South Wales",+13%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
307,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Cairns, Queensland",+11%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
308,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Perth, Western Australia",+10%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
309,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Sydney, New South Wales",+5%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
310,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Adelaide, South Australia",-3%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
311,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Melbourne, Victoria",-8%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
312,AUSTRALIA,AU,Chartered_Accountant,"AU$72,028",AU$54k , AU$108k.,"Brisbane, Queensland",-9%,43.4%,56.6%,"['Account Management', 'Accounting', 'Budget Management', 'Bookkeeping', 'Financial Analysis', 'Tax Compliance', 'Financial Reporting', 'Tax Preparation']"
313,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Perth, Western Australia",+12%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
314,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Hobart, Tasmania",+7%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
315,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Melbourne, Victoria",+1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
316,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Sydney, New South Wales",-1%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
317,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Brisbane, Queensland",-3%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
318,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Adelaide, South Australia",-6%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
319,AUSTRALIA,AU,Financial_Analyst,"AU$74,625",AU$53k , AU$101k.,"Gold Coast, Queensland",-33%,60%,40%,"['Forecasting', 'Financial Modeling', 'Data Analysis', 'Budgeting', 'Microsoft Excel', 'Accounting']"
320,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Brisbane, Queensland",+7%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
321,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Adelaide, South Australia",+4%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
322,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Sydney, New South Wales",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
323,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Melbourne, Victoria",-0%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
324,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Perth, Western Australia",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
325,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Newcastle, New South Wales",-3%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
326,AUSTRALIA,AU,Design_Architect,"AU$64,710",AU$51k , AU$99k.,"Gold Coast, Queensland",-16%,51.9%,48.1%,"['Project Management', 'Design', 'Autodesk Revit Architecture', 'Microsoft Office', 'Autodesk AutoCAD', 'Microsoft Word', 'GRAPHISOFT ArchiCAD', 'Adobe Photoshop', '3D Rendering', 'Graphic Design']"
327,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Perth, Western Australia",+4%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
328,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Adelaide, South Australia",+3%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
329,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Melbourne, Victoria",+2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
330,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Sydney, New South Wales",-2%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
331,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Brisbane, Queensland",-6%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
332,AUSTRALIA,AU,Environmental_Engineer,"AU$71,290",AU$54k , AU$100k.,"Newcastle, New South Wales",-14%,66.7%,32.1%,"['Geographic Information Systems (GIS)', 'Technical Writing', 'Project Management', 'Environmental Compliance', 'Environmental Consulting', 'Engineering Design', 'Microsoft Word', 'Microsoft Office']"
333,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,"AU$177,610",AU$91k , AU$216k.,"Sydney, New South Wales",+8%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']"
334,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,"AU$177,610",AU$91k , AU$216k.,"Canberra, Australian Capital Territory (ACT)",+1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']"
335,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,"AU$177,610",AU$91k , AU$216k.,"Melbourne, Victoria",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']"
336,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,"AU$177,610",AU$91k , AU$216k.,"Adelaide, South Australia",-0%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']"
337,AUSTRALIA,AU,Professor%2C_Postsecondary_%2F_Higher_Education,"AU$177,610",AU$91k , AU$216k.,"Brisbane, Queensland",-1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Research Analysis']"
338,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"AU$146,560",AU$103k , AU$170k.,"Sydney, New South Wales",-1%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']"
339,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"AU$146,560",AU$103k , AU$170k.,"Melbourne, Victoria",-2%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']"
340,AUSTRALIA,AU,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"AU$146,560",AU$103k , AU$170k.,"Brisbane, Queensland",-10%,58.3%,41.7%,"['Grant Writing', 'Research Analysis']"
341,AUSTRALIA,AU,General_Manager,"AU$116,766",AU$69k , AU$203k.,"Sydney, New South Wales",+12%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']"
342,AUSTRALIA,AU,General_Manager,"AU$116,766",AU$69k , AU$203k.,"Brisbane, Queensland",+11%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']"
343,AUSTRALIA,AU,General_Manager,"AU$116,766",AU$69k , AU$203k.,"Perth, Western Australia",+3%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']"
344,AUSTRALIA,AU,General_Manager,"AU$116,766",AU$69k , AU$203k.,"Melbourne, Victoria",-0%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']"
345,AUSTRALIA,AU,General_Manager,"AU$116,766",AU$69k , AU$203k.,"Adelaide, South Australia",-10%,66%,34%,"['Leadership', 'Sales Management', 'Project Management', 'Business Management', 'Business Development', 'Budget Management', 'Team Leadership', 'People Management', 'Operations Management', 'Customer Service']"
346,AUSTRALIA,AU,Deputy_General_Manager,"AU$117,520",AU$55k , AU$248k.,"Sydney, New South Wales",+28%,57.1%,42.9%,['Operations Management']
347,AUSTRALIA,AU,Deputy_General_Manager,"AU$117,520",AU$55k , AU$248k.,"Melbourne, Victoria",-12%,57.1%,42.9%,['Operations Management']
348,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Canberra, Australian Capital Territory (ACT)",+14%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
349,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Perth, Western Australia",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
350,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Canberra, Australian Capital Territory",+3%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
351,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Sydney, New South Wales",+2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
352,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Brisbane, Queensland",+1%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
353,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Adelaide, South Australia",-2%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
354,AUSTRALIA,AU,Network_Engineer,"AU$77,949",AU$54k , AU$112k.,"Melbourne, Victoria",-9%,93.1%,6.9%,"['Network Architecture / Design', 'Telecommunications', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Windows Operating System General Use', 'Network Management / Administration', 'Microsoft Exchange', 'Network Support', 'Microsoft Office']"
355,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Perth, Western Australia",+14%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
356,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Canberra, Australian Capital Territory (ACT)",+9%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
357,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Sydney, New South Wales",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
358,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Hobart, Tasmania",+5%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
359,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Melbourne, Victoria",+4%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
360,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Adelaide, South Australia",+1%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
361,AUSTRALIA,AU,Database_Administrator_(DBA),"AU$72,289",AU$50k , AU$111k.,"Brisbane, Queensland",-6%,53.2%,46.8%,"['Oracle', 'SQL', 'Microsoft SQL Server', 'Windows Operating System General Use', 'Data Analysis', 'Database Administration', 'Microsoft Access', 'Microsoft Excel', 'Microsoft Office', 'Database Management & Reporting']"
362,AUSTRALIA,AU,Data_Engineer,"AU$101,124",AU$61k , AU$135k.,"Perth, Western Australia",+18%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']"
363,AUSTRALIA,AU,Data_Engineer,"AU$101,124",AU$61k , AU$135k.,"Brisbane, Queensland",+12%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']"
364,AUSTRALIA,AU,Data_Engineer,"AU$101,124",AU$61k , AU$135k.,"Melbourne, Victoria",+7%,80.4%,19.6%,"['Amazon Web Services (AWS)', 'Apache Hadoop', 'ETL (Extract, transform, load)', 'Apache Spark', 'Big Data Analytics', 'Data Warehouse', 'SQL', 'Python', 'Data Analysis', 'Software Development']"
