,Country,Country code,Job,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand
807,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"London, England: London",+8%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
808,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"Manchester, England: Manchester",+3%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
809,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"Birmingham, England: Birmingham",-1%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
810,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"Birmingham, England: West Midlands",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
811,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"Cambridge, England: Cambridgeshire",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
812,UNITED KINGDOMS,UK,Secondary_School_Teacher,"£29,616",£22k , £43k.,"Bristol, England: Bristol",-14%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']"
813,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Belfast, Northern Ireland: Belfast",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
814,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Glasgow, Scotland: Glasgow",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
815,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"London, England: London",+5%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
816,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Birmingham, England: Birmingham",-1%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
817,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Manchester, England: Manchester",-4%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
818,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Leeds, England: Leeds",-12%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
819,UNITED KINGDOMS,UK,High_School_Teacher,"£29,133",£21k , £41k.,"Cardiff, Wales: Cardiff",-14%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']"
820,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Belfast, Northern Ireland: Belfast",+19%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
821,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"London, England: London",+17%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
822,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Glasgow, Scotland: Glasgow",+2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
823,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Bristol, England: Bristol",-2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
824,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Manchester, England: Manchester",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
825,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Birmingham, England: Birmingham",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
826,UNITED KINGDOMS,UK,Accountant,"£29,369",£18k , £48k.,"Newcastle-upon-Tyne, England: Tyne and Wear",-16%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']"
827,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"London, England",+26%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
828,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"London, England: London",+24%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
829,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"Glasgow, Scotland: Glasgow",+10%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
830,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"Birmingham, England: Birmingham",+2%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
831,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"Manchester, England: Manchester",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
832,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"Bristol, England: Bristol",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
833,UNITED KINGDOMS,UK,Finance_Manager,"£38,915",£26k , £59k.,"Edinburgh, Scotland: Edinburgh",-14%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']"
834,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"London, England: London",+26%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
835,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Edinburgh, Scotland: Edinburgh",+11%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
836,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Bristol, England: Bristol",+6%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
837,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Manchester, England: Manchester",+4%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
838,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Glasgow, Scotland: Glasgow",+1%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
839,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Birmingham, England: Birmingham",-9%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
840,UNITED KINGDOMS,UK,Chartered_Accountant,"£35,002",£24k , £55k.,"Belfast, Northern Ireland: Belfast",-10%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']"
841,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"London, England",+22%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
842,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"London, England: London",+20%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
843,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"Reading, England: Berkshire",-2%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
844,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"Glasgow, Scotland: Glasgow",-9%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
845,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"Manchester, England: Manchester",-16%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
846,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"Edinburgh, Scotland: Edinburgh",-19%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
847,UNITED KINGDOMS,UK,Financial_Analyst,"£31,723",£22k , £51k.,"Belfast, Northern Ireland: Belfast",-25%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']"
848,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"Birmingham, England: Birmingham",+8%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
849,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"London, England: London",+4%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
850,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"London, England",+4%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
851,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"Glasgow, Scotland: Glasgow",-7%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
852,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"Manchester, England: Manchester",-11%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
853,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"Cambridge, England: Cambridgeshire",-11%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
854,UNITED KINGDOMS,UK,Design_Architect,"£33,651",£21k , £58k.,"Edinburgh, Scotland: Edinburgh",-18%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']"
855,UNITED KINGDOMS,UK,Environmental_Engineer,"£29,993",£21k , £47k.,"London, England: London",+13%,70%,30%,"['Regulatory Compliance', 'Environmental Compliance', 'Project Management', 'Engineering Design', 'Environmental Consulting', 'Technical Writing']"
856,UNITED KINGDOMS,UK,Environmental_Engineer,"£29,993",£21k , £47k.,"Glasgow, Scotland: Glasgow",+2%,70%,30%,"['Regulatory Compliance', 'Environmental Compliance', 'Project Management', 'Engineering Design', 'Environmental Consulting', 'Technical Writing']"
857,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Oxford, England: Oxfordshire",+22%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
858,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Cambridge, England: Cambridgeshire",+13%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
859,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"London, England: London",+10%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
860,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Leicester, England: Leicestershire",+1%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
861,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Manchester, England: Manchester",-3%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
862,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Glasgow, Scotland: Glasgow",-5%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
863,UNITED KINGDOMS,UK,Professor%2C_Postsecondary_%2F_Higher_Education,"£69,955",£52k , £96k.,"Edinburgh, Scotland: Edinburgh",-10%,67.3%,32.7%,"['Oral / Verbal Communication', 'Leadership', 'Administration', 'Research Analysis', 'Grant Writing', 'Curriculum Planning', 'Writing Procedures & Documentation']"
864,UNITED KINGDOMS,UK,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"£55,314",£46k , £63k.,"London, England: London",+9%,57.1%,42.9%,"['Public Speaking', 'Curriculum Planning', 'Research Analysis']"
865,UNITED KINGDOMS,UK,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"£55,314",£46k , £63k.,"Leicester, England: Leicestershire",+3%,57.1%,42.9%,"['Public Speaking', 'Curriculum Planning', 'Research Analysis']"
866,UNITED KINGDOMS,UK,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"£55,314",£46k , £63k.,"Southampton, England: Hampshire",+2%,57.1%,42.9%,"['Public Speaking', 'Curriculum Planning', 'Research Analysis']"
867,UNITED KINGDOMS,UK,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"£55,314",£46k , £63k.,"Newcastle-upon-Tyne, England: Tyne and Wear",-5%,57.1%,42.9%,"['Public Speaking', 'Curriculum Planning', 'Research Analysis']"
868,UNITED KINGDOMS,UK,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,"£55,314",£46k , £63k.,"Oxford, England: Oxfordshire",-19%,57.1%,42.9%,"['Public Speaking', 'Curriculum Planning', 'Research Analysis']"
869,UNITED KINGDOMS,UK,General_Manager,"£35,000",£26k , £57k.,"London, England: London",+17%,69.9%,30.1%,"['Leadership', 'Business Development', 'People Management', 'Operations Management', 'Budget Management', 'Team Leadership', 'Sales Management', 'Customer Service']"
870,UNITED KINGDOMS,UK,General_Manager,"£35,000",£26k , £57k.,"London, England",+13%,69.9%,30.1%,"['Leadership', 'Business Development', 'People Management', 'Operations Management', 'Budget Management', 'Team Leadership', 'Sales Management', 'Customer Service']"
871,UNITED KINGDOMS,UK,General_Manager,"£35,000",£26k , £57k.,"Manchester, England: Manchester",-5%,69.9%,30.1%,"['Leadership', 'Business Development', 'People Management', 'Operations Management', 'Budget Management', 'Team Leadership', 'Sales Management', 'Customer Service']"
872,UNITED KINGDOMS,UK,General_Manager,"£35,000",£26k , £57k.,"Birmingham, England: Birmingham",-13%,69.9%,30.1%,"['Leadership', 'Business Development', 'People Management', 'Operations Management', 'Budget Management', 'Team Leadership', 'Sales Management', 'Customer Service']"
873,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"London, England: London",+21%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
874,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"Brighton, England: East Sussex",+11%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
875,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"Manchester, England: Manchester",+3%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
876,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"Birmingham, England: West Midlands",-1%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
877,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"York, England: North Yorkshire",-5%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
878,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"Bristol, England: Bristol",-16%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
879,UNITED KINGDOMS,UK,Deputy_General_Manager,"£25,294",£20k , £40k.,"Belfast, Northern Ireland: Belfast",-21%,53.4%,46.6%,"['Project Management', 'Operations Management', 'Strategic Planning', 'Team Leadership', 'People Management', 'Business Development', 'Customer Service', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']"
880,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"London, England: London",+27%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
881,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Reading, England: Berkshire",+21%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
882,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Bristol, England: Bristol",+5%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
883,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Birmingham, England: West Midlands",-3%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
884,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Birmingham, England: Birmingham",-4%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
885,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Manchester, England: Manchester",-10%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
886,UNITED KINGDOMS,UK,Network_Engineer,"£30,981",£20k , £50k.,"Glasgow, Scotland: Glasgow",-21%,96.1%,3.9%,"['Network Architecture / Design', 'Windows NT / 2000 / XP Networking', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'VoIP', 'Switching and Routing', 'Microsoft Office', 'Network Support', 'Microsoft Exchange', 'Windows Operating System General Use']"
887,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"Manchester, England: Manchester",+17%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
888,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"Edinburgh, Scotland: Edinburgh",+16%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
889,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"London, England: London",+9%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
890,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"Nottingham, England: Nottinghamshire",+8%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
891,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"Leeds, England: West Yorkshire",+3%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
892,UNITED KINGDOMS,UK,Database_Administrator_(DBA),"£30,010",£18k , £51k.,"Glasgow, Scotland: Glasgow",-3%,71.7%,28.3%,"['Oracle', 'Microsoft SQL Server', 'SQL', 'Database Administration', 'Windows Operating System General Use', 'Microsoft Access', 'Database Management & Reporting', 'Data Analysis', 'Microsoft Office', 'Microsoft Excel']"
