,Country,Country code,Job,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert
756,SWITZERLAND,CH,Financial_Analyst,87607 Fr.,59k Fr. , 121k Fr..,SWITZERLAND,0,60.4%,39.6%,"['Accounting', 'Forecasting', 'Financial Modeling', 'Financial Analysis', 'Microsoft Excel', 'Financial Reporting', 'Data Analysis']",1.1
757,SWITZERLAND,CH,Design_Architect,63053 Fr.,25k Fr. , 92k Fr..,SWITZERLAND,0,68.8%,31.3%,"['Design', 'Microsoft Office', 'Microsoft Word', 'Autodesk Revit Architecture', 'Autodesk AutoCAD', 'Graphic Design', 'Adobe Photoshop', 'GRAPHISOFT ArchiCAD']",1.1
758,SWITZERLAND,CH,Environmental_Engineer,75150 Fr.,83 Fr. , 98k Fr..,SWITZERLAND,0,50%,50%,[],1.1
759,SWITZERLAND,CH,Professor%2C_Postsecondary_%2F_Higher_Education,150000 Fr.,100k Fr. , 189k Fr..,SWITZERLAND,0,50%,0,[],1.1
760,SWITZERLAND,CH,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,115039 Fr.,95k Fr. , 145k Fr..,SWITZERLAND,0,100%,0,[],1.1
761,SWITZERLAND,CH,Network_Engineer,93829 Fr.,40k Fr. , 134k Fr..,SWITZERLAND,0,94.1%,5.9%,"['Network Architecture / Design', 'Network Management / Administration', 'Switches & Firewall Installation and Administration', 'Cisco Networking', 'Linux', 'Switching and Routing', 'Network Support']",1.1
762,SWITZERLAND,CH,Database_Administrator_(DBA),112492 Fr.,50k Fr. , 144k Fr..,SWITZERLAND,0,100%,0,"['Database Administration', 'Microsoft SQL Server', 'Oracle']",1.1
763,SWITZERLAND,CH,Data_Engineer,98495 Fr.,64k Fr. , 138k Fr..,SWITZERLAND,0,70%,30%,"['ETL (Extract, transform, load)', 'Apache Spark', 'Python', 'SQL']",1.1
764,SWITZERLAND,CH,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),85221 Fr.,51k Fr. , 109k Fr..,SWITZERLAND,0,42.1%,57.9%,"['Selenium Automated Test Tool', 'Test Automation', 'Java', 'SQL', 'Regression Testing', 'System Testing', 'Software Test', 'Test Planning']",1.1
765,SWITZERLAND,CH,Lead_Software_Engineer,117501 Fr.,60k Fr. , 151k Fr..,SWITZERLAND,0,100%,0,"['Software Development', 'C# Programming Language', 'Software Architecture', 'Python']",1.1
766,SWITZERLAND,CH,Web_Developer,63030 Fr.,18k Fr. , 105k Fr..,SWITZERLAND,0,92.3%,7.7%,"['jQuery', 'Angular.js', 'React.js', 'HTML', 'Cascading Style Sheets (CSS)', 'Web Development', 'JavaScript', 'HTML5', 'PHP', 'Java']",1.1
767,SWITZERLAND,CH,Front_End_Developer_%2F_Engineer,80563 Fr.,48k Fr. , 116k Fr..,SWITZERLAND,0,80%,20%,"['Node.js', 'React.js', 'Web Development', 'HTML5', 'Cascading Style Sheets (CSS)', 'HTML', 'Angular.js']",1.1
768,SWITZERLAND,CH,.NET_Software_Developer_%2F_Programmer,81080 Fr.,14k Fr. , 112k Fr..,SWITZERLAND,0,83.3%,16.7%,"['.NET', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'Microsoft SQL Server']",1.1
769,SWITZERLAND,CH,Project_Manager%2C_Information_Technology_(IT),112866 Fr.,74k Fr. , 148k Fr..,SWITZERLAND,0,72.5%,25.5%,"['Salesforce', 'Java', 'Microsoft Excel', 'Microsoft Project', 'Project Management', 'Project Coordinating', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Office', 'Agile Software Development', 'Business Analysis']",1.1
770,SWITZERLAND,CH,Senior_Project_Manager%2C_IT,134048 Fr.,80k Fr. , 175k Fr..,SWITZERLAND,0,88.2%,11.8%,"['Strategic Project Management', 'Program Management', 'Agile Software Development', 'IT Management']",1.1
771,SWITZERLAND,CH,Java_Developer,89532 Fr.,31k Fr. , 121k Fr..,SWITZERLAND,0,100%,0,"['JavaScript', 'SQL', 'Java', 'RESTful Web Services', 'Java/J2EE', 'Spring']",1.1
772,SWITZERLAND,CH,Senior_Java_Developer,112690 Fr.,121 Fr. , 135k Fr..,SWITZERLAND,0,84.2%,10.5%,"['Hibernate', 'Java/J2EE', 'Java', 'Spring', 'RESTful Web Services']",1.1
773,SWITZERLAND,CH,Senior_Java_Developer,112690 Fr.,121 Fr. , 135k Fr..,SWITZERLAND,0,84.2%,10.5%,"['Hibernate', 'Java/J2EE', 'Java', 'Spring', 'RESTful Web Services']",1.1
774,SWITZERLAND,CH,Business_Intelligence_(BI)_Developer,96461 Fr.,67k Fr. , 138k Fr..,SWITZERLAND,0,66.7%,33.3%,"['SQL', 'Data Warehouse', 'Business Intelligence']",1.1
775,SWITZERLAND,CH,iOS_Developer,93720 Fr.,30k Fr. , 114k Fr..,SWITZERLAND,0,88.9%,11.1%,"['Objective-C', 'iOS', 'Swift Programming Language']",1.1
776,SWITZERLAND,CH,Cyber_Security_Analyst,98264 Fr.,42k Fr. , 140k Fr..,SWITZERLAND,0,100%,0,[],1.1
777,SWITZERLAND,CH,Application_Developer,73784 Fr.,11k Fr. , 126k Fr..,SWITZERLAND,0,100%,0,"['Java', 'JavaScript']",1.1
778,SWITZERLAND,CH,Web_Designer_%26_Developer,117916 Fr.,0 Fr. , 0 Fr..,SWITZERLAND,0,80%,20%,[],1.1
779,SWITZERLAND,CH,ScrumMaster,109545 Fr.,63k Fr. , 145k Fr..,SWITZERLAND,0,75%,25%,"['JIRA', 'ScrumMaster', 'Agile Software Development', 'Scrum']",1.1
780,SWITZERLAND,CH,Telecommunications_Engineer,95330 Fr.,86k Fr. , 103k Fr..,SWITZERLAND,0,66.7%,33.3%,[],1.1
781,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),23376,£18k , £35k.,"London, England: London",+16%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28
782,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),23376,£18k , £35k.,"London, England",+1%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28
783,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),23376,£18k , £35k.,"Manchester, England: Manchester",-4%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28
784,UNITED KINGDOMS,UK,Assistant_General_Manager_(AGM),23376,£18k , £35k.,"Bristol, England: Bristol",-8%,64.6%,35.4%,"['Leadership', 'Operations Management', 'Budget Management', 'Profit & Loss (P&L) Statements', 'People Management', 'Training', 'Team Leadership', 'Customer Service', 'Inventory Management']",1.28
785,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"London, England",+15%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
786,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"London, England: London",+10%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
787,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"Cambridge, England: Cambridgeshire",+1%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
788,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"Edinburgh, Scotland: Edinburgh",-3%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
789,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"Oxford, England: Oxfordshire",-12%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
790,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"Bristol, England: Bristol",-16%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
791,UNITED KINGDOMS,UK,Data_Scientist,40181,£27k , £60k.,"Manchester, England: Manchester",-18%,78.2%,21.6%,"['Deep Learning', 'Natural Language Processing (NLP)', 'Apache Spark', 'Python', 'Machine Learning', 'Big Data Analytics', 'Statistical Analysis', 'SQL', 'Data Analysis', 'R']",1.28
792,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"London, England: London",+26%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
793,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Cambridge, England: Cambridgeshire",+3%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
794,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Glasgow, Scotland: Glasgow",-6%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
795,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Edinburgh, Scotland: Edinburgh",-7%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
796,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Bristol, England: Bristol",-7%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
797,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Manchester, England: Manchester",-12%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
798,UNITED KINGDOMS,UK,Software_Engineer,37043,£25k , £61k.,"Belfast, Northern Ireland: Belfast",-20%,89.6%,9.9%,"['React.js', 'Python', 'Java', 'JavaScript', 'C++ Programming Language', 'SQL', 'Linux', 'C Programming Language', '.NET', 'C# Programming Language']",1.28
799,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"London, England: London",+14%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
800,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Newcastle-upon-Tyne, England: Tyne and Wear",-2%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
801,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Birmingham, England: Birmingham",-3%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
802,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Manchester, England: Manchester",-5%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
803,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Liverpool, England: Liverpool",-6%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
804,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Nottingham, England: Nottinghamshire",-6%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
805,UNITED KINGDOMS,UK,Primary_School_Teacher,26421,£21k , £37k.,"Birmingham, England: West Midlands",-10%,23.2%,76.8%,"['Leadership', 'Mentoring', 'Team Leadership', 'Team Management', 'Curriculum Planning', 'Organizing', 'Mathematica', 'Childhood Education', 'English Language', 'Activities for Children']",1.28
806,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"London, England",+15%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
807,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"London, England: London",+8%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
808,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"Manchester, England: Manchester",+3%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
809,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"Birmingham, England: Birmingham",-1%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
810,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"Birmingham, England: West Midlands",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
811,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"Cambridge, England: Cambridgeshire",-7%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
812,UNITED KINGDOMS,UK,Secondary_School_Teacher,29616,£22k , £43k.,"Bristol, England: Bristol",-14%,34.6%,63.8%,"['Team Leadership', 'Curriculum Planning', 'Mentoring', 'Subject Matter Expert', 'English Language', 'Mathematica', 'Microsoft Office', 'Oral / Verbal Communication', 'French Language', 'Spanish Language']",1.28
813,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Belfast, Northern Ireland: Belfast",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
814,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Glasgow, Scotland: Glasgow",+25%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
815,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"London, England: London",+5%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
816,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Birmingham, England: Birmingham",-1%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
817,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Manchester, England: Manchester",-4%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
818,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Leeds, England: Leeds",-12%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
819,UNITED KINGDOMS,UK,High_School_Teacher,29133,£21k , £41k.,"Cardiff, Wales: Cardiff",-14%,41.3%,58.8%,"['Leadership', 'Team Leadership', 'Curriculum Planning', 'Spanish Language', 'Oral / Verbal Communication', 'English Language', 'Mathematica', 'French Language', 'Microsoft Office', 'Childhood Education']",1.28
820,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Belfast, Northern Ireland: Belfast",+19%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
821,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"London, England: London",+17%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
822,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Glasgow, Scotland: Glasgow",+2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
823,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Bristol, England: Bristol",-2%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
824,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Manchester, England: Manchester",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
825,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Birmingham, England: Birmingham",-5%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
826,UNITED KINGDOMS,UK,Accountant,29369,£18k , £48k.,"Newcastle-upon-Tyne, England: Tyne and Wear",-16%,50.7%,49%,"['Financial Analysis', 'General Ledger Accounting', 'Financial Reporting', 'Microsoft Excel', 'Auditing', 'Accounts Payable', 'Account Management', 'Sage 50 Accounting', 'Tax Preparation', 'Bookkeeping']",1.28
827,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"London, England",+26%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
828,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"London, England: London",+24%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
829,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"Glasgow, Scotland: Glasgow",+10%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
830,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"Birmingham, England: Birmingham",+2%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
831,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"Manchester, England: Manchester",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
832,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"Bristol, England: Bristol",-4%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
833,UNITED KINGDOMS,UK,Finance_Manager,38915,£26k , £59k.,"Edinburgh, Scotland: Edinburgh",-14%,35.1%,64.6%,"['Financial Analysis', 'People Management', 'Forecasting', 'Budgeting', 'Budget Management', 'Financial Reporting', 'Accounting', 'Microsoft Excel', 'General Ledger Accounting', 'Payroll Administration']",1.28
834,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"London, England: London",+26%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
835,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Edinburgh, Scotland: Edinburgh",+11%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
836,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Bristol, England: Bristol",+6%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
837,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Manchester, England: Manchester",+4%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
838,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Glasgow, Scotland: Glasgow",+1%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
839,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Birmingham, England: Birmingham",-9%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
840,UNITED KINGDOMS,UK,Chartered_Accountant,35002,£24k , £55k.,"Belfast, Northern Ireland: Belfast",-10%,54.5%,45.5%,"['Financial Analysis', 'Microsoft Excel', 'Account Management', 'Financial Reporting', 'Auditing', 'Tax Compliance', 'Bookkeeping', 'Accounting', 'Sage 50 Accounting', 'Tax Preparation']",1.28
841,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"London, England",+22%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
842,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"London, England: London",+20%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
843,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"Reading, England: Berkshire",-2%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
844,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"Glasgow, Scotland: Glasgow",-9%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
845,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"Manchester, England: Manchester",-16%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
846,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"Edinburgh, Scotland: Edinburgh",-19%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
847,UNITED KINGDOMS,UK,Financial_Analyst,31723,£22k , £51k.,"Belfast, Northern Ireland: Belfast",-25%,64.4%,35.1%,"['Financial Modeling', 'Forecasting', 'Business Analysis', 'Financial Analysis', 'Budgeting', 'Data Analysis', 'Microsoft Excel', 'Financial Reporting', 'Accounting', 'SQL']",1.28
848,UNITED KINGDOMS,UK,Design_Architect,33651,£21k , £58k.,"Birmingham, England: Birmingham",+8%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']",1.28
849,UNITED KINGDOMS,UK,Design_Architect,33651,£21k , £58k.,"London, England: London",+4%,56%,43%,"['Bentley MicroStation', 'Rhino 3D Modeling Software', 'SketchUp', '3D Rendering', 'Graphic Design', 'Autodesk Revit Architecture', 'Microsoft Word', 'Autodesk AutoCAD', 'Adobe Photoshop', 'Microsoft Office']",1.28
